model,training,eval_lang,step,pred_langs
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step1,"{'kaz_Cyrl': 0.4, 'mon_Cyrl': 0.2}"
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step50+sbeam8,"{'kaz_Cyrl': 0.54, 'mon_Cyrl': 0.12}"
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Base,"{'kaz_Cyrl': 0.13, 'mon_Cyrl': 0.59}"
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Labels,{'hun_Latn': 1.0}
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step1,"{'tur_Latn': 0.25, 'eng_Latn': 0.3}"
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.25, 'eng_Latn': 0.28}"
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Base,"{'eng_Latn': 0.34, 'tur_Latn': 0.08}"
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.63, 'mon_Cyrl': 0.23}"
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step1,"{'mon_Cyrl': 0.37, 'kaz_Cyrl': 0.43}"
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step50+sbeam8,"{'mon_Cyrl': 0.16, 'kaz_Cyrl': 0.6}"
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Base,"{'mon_Cyrl': 0.66, 'kaz_Cyrl': 0.15}"
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Labels,{'fin_Latn': 1.0}
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step1,"{'eng_Latn': 0.34, 'tur_Latn': 0.15}"
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step50+sbeam8,"{'eng_Latn': 0.37, 'tur_Latn': 0.17}"
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Base,"{'eng_Latn': 0.39, 'tur_Latn': 0.1}"
deu_Latn,['deu_Latn'],deu_Latn,Labels,{'deu_Latn': 1.0}
deu_Latn,['deu_Latn'],deu_Latn,Base,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],deu_Latn,Step1,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],deu_Latn,Step50+sbeam8,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
deu_Latn,['deu_Latn'],ydd_Hebr,Base,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],ydd_Hebr,Step1,{'deu_Latn': 0.87}
deu_Latn,['deu_Latn'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
deu_Latn,['deu_Latn'],heb_Hebr,Base,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],heb_Hebr,Step1,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],heb_Hebr,Step50+sbeam8,{'deu_Latn': 0.99}
deu_Latn,['deu_Latn'],arb_Arab,Labels,{'arb_Arab': 1.0}
deu_Latn,['deu_Latn'],arb_Arab,Base,{'deu_Latn': 0.95}
deu_Latn,['deu_Latn'],arb_Arab,Step1,{'deu_Latn': 0.97}
deu_Latn,['deu_Latn'],arb_Arab,Step50+sbeam8,{'deu_Latn': 0.95}
deu_Latn,['deu_Latn'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
deu_Latn,['deu_Latn'],amh_Ethi,Base,{'deu_Latn': 0.87}
deu_Latn,['deu_Latn'],amh_Ethi,Step1,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],amh_Ethi,Step50+sbeam8,{'deu_Latn': 0.89}
deu_Latn,['deu_Latn'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
deu_Latn,['deu_Latn'],mlt_Latn,Base,"{'eng_Latn': 0.13, 'deu_Latn': 0.72}"
deu_Latn,['deu_Latn'],mlt_Latn,Step1,"{'deu_Latn': 0.78, 'eng_Latn': 0.09}"
deu_Latn,['deu_Latn'],mlt_Latn,Step50+sbeam8,"{'deu_Latn': 0.81, 'eng_Latn': 0.06}"
deu_Latn,['deu_Latn'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
deu_Latn,['deu_Latn'],hin_Deva,Base,"{'eng_Latn': 0.38, 'deu_Latn': 0.5}"
deu_Latn,['deu_Latn'],hin_Deva,Step1,"{'deu_Latn': 0.51, 'eng_Latn': 0.36}"
deu_Latn,['deu_Latn'],urd_Arab,Labels,{'urd_Arab': 0.98}
deu_Latn,['deu_Latn'],urd_Arab,Base,"{'deu_Latn': 0.83, 'eng_Latn': 0.12}"
deu_Latn,['deu_Latn'],urd_Arab,Step1,"{'deu_Latn': 0.8, 'eng_Latn': 0.12}"
deu_Latn,['deu_Latn'],urd_Arab,Step50+sbeam8,"{'deu_Latn': 0.8, 'eng_Latn': 0.08}"
deu_Latn,['deu_Latn'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
deu_Latn,['deu_Latn'],guj_Gujr,Base,"{'deu_Latn': 0.86, 'eng_Latn': 0.08}"
deu_Latn,['deu_Latn'],sin_Sinh,Labels,{'eng_Latn': 0.19}
deu_Latn,['deu_Latn'],sin_Sinh,Base,"{'deu_Latn': 0.81, 'eng_Latn': 0.1}"
deu_Latn,['deu_Latn'],sin_Sinh,Step1,"{'deu_Latn': 0.86, 'eng_Latn': 0.06}"
deu_Latn,['deu_Latn'],pan_Guru,Labels,{'pan_Guru': 1.0}
deu_Latn,['deu_Latn'],pan_Guru,Base,{'deu_Latn': 0.93}
deu_Latn,['deu_Latn'],pan_Guru,Step1,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],pan_Guru,Step50+sbeam8,{'deu_Latn': 0.86}
deu_Latn,['deu_Latn'],tur_Latn,Labels,{'tur_Latn': 0.99}
deu_Latn,['deu_Latn'],tur_Latn,Base,"{'deu_Latn': 0.66, 'tur_Latn': 0.25}"
deu_Latn,['deu_Latn'],tur_Latn,Step1,"{'deu_Latn': 0.81, 'tur_Latn': 0.1}"
deu_Latn,['deu_Latn'],tur_Latn,Step50+sbeam8,"{'deu_Latn': 0.8, 'tur_Latn': 0.08}"
deu_Latn,['deu_Latn'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
deu_Latn,['deu_Latn'],kaz_Cyrl,Base,{'deu_Latn': 0.89}
deu_Latn,['deu_Latn'],kaz_Cyrl,Step1,{'deu_Latn': 0.92}
deu_Latn,['deu_Latn'],kaz_Cyrl,Step50+sbeam8,{'deu_Latn': 0.92}
deu_Latn,['deu_Latn'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
deu_Latn,['deu_Latn'],cmn_Hani,Base,{'deu_Latn': 0.92}
deu_Latn,['deu_Latn'],cmn_Hani,Step1,{'deu_Latn': 0.9}
deu_Latn,['deu_Latn'],cmn_Hani,Step50+sbeam8,{'deu_Latn': 0.89}
deu_Latn,['deu_Latn'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
deu_Latn,['deu_Latn'],jpn_Jpan,Base,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],jpn_Jpan,Step1,"{'deu_Latn': 0.86, 'eng_Latn': 0.06}"
deu_Latn,['deu_Latn'],jpn_Jpan,Step50+sbeam8,{'deu_Latn': 0.82}
deu_Latn,['deu_Latn'],kor_Hang,Labels,{'kor_Hang': 0.99}
deu_Latn,['deu_Latn'],kor_Hang,Base,"{'eng_Latn': 0.15, 'deu_Latn': 0.77}"
deu_Latn,['deu_Latn'],kor_Hang,Step1,"{'deu_Latn': 0.81, 'eng_Latn': 0.09}"
deu_Latn,['deu_Latn'],kor_Hang,Step50+sbeam8,"{'deu_Latn': 0.81, 'eng_Latn': 0.1}"
deu_Latn,['deu_Latn'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
deu_Latn,['deu_Latn'],mon_Cyrl,Base,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],mon_Cyrl,Step1,{'deu_Latn': 0.88}
deu_Latn,['deu_Latn'],mon_Cyrl,Step50+sbeam8,{'deu_Latn': 0.85}
deu_Latn,['deu_Latn'],hun_Latn,Labels,{'hun_Latn': 1.0}
deu_Latn,['deu_Latn'],hun_Latn,Base,"{'deu_Latn': 0.69, 'hun_Latn': 0.23}"
deu_Latn,['deu_Latn'],hun_Latn,Step1,"{'deu_Latn': 0.86, 'hun_Latn': 0.07}"
deu_Latn,['deu_Latn'],hun_Latn,Step50+sbeam8,{'deu_Latn': 0.89}
deu_Latn,['deu_Latn'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
deu_Latn,['deu_Latn'],mhr_Cyrl,Base,{'deu_Latn': 0.71}
deu_Latn,['deu_Latn'],mhr_Cyrl,Step1,{'deu_Latn': 0.71}
deu_Latn,['deu_Latn'],mhr_Cyrl,Step50+sbeam8,{'deu_Latn': 0.69}
deu_Latn,['deu_Latn'],fin_Latn,Labels,{'fin_Latn': 0.99}
deu_Latn,['deu_Latn'],fin_Latn,Base,{'deu_Latn': 0.91}
deu_Latn,['deu_Latn'],fin_Latn,Step1,{'deu_Latn': 0.94}
deu_Latn,['deu_Latn'],fin_Latn,Step50+sbeam8,{'deu_Latn': 0.93}
heb_Hebr,['heb_Hebr'],deu_Latn,Labels,{'deu_Latn': 1.0}
heb_Hebr,['heb_Hebr'],deu_Latn,Step1,"{'heb_Hebr': 0.49, 'deu_Latn': 0.41, 'eng_Latn': 0.07}"
heb_Hebr,['heb_Hebr'],deu_Latn,Step50+sbeam8,"{'heb_Hebr': 0.6, 'eng_Latn': 0.07, 'deu_Latn': 0.3}"
heb_Hebr,['heb_Hebr'],deu_Latn,Base,"{'deu_Latn': 0.3, 'heb_Hebr': 0.59, 'eng_Latn': 0.07}"
heb_Hebr,['heb_Hebr'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
heb_Hebr,['heb_Hebr'],ydd_Hebr,Step1,{'heb_Hebr': 0.97}
heb_Hebr,['heb_Hebr'],ydd_Hebr,Step50+sbeam8,{'heb_Hebr': 0.97}
heb_Hebr,['heb_Hebr'],ydd_Hebr,Base,{'heb_Hebr': 0.97}
heb_Hebr,['heb_Hebr'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
heb_Hebr,['heb_Hebr'],heb_Hebr,Step1,{'heb_Hebr': 1.0}
heb_Hebr,['heb_Hebr'],heb_Hebr,Step50+sbeam8,{'heb_Hebr': 1.0}
heb_Hebr,['heb_Hebr'],heb_Hebr,Base,{'heb_Hebr': 1.0}
heb_Hebr,['heb_Hebr'],arb_Arab,Labels,{'arb_Arab': 1.0}
heb_Hebr,['heb_Hebr'],arb_Arab,Step1,{'heb_Hebr': 0.95}
heb_Hebr,['heb_Hebr'],arb_Arab,Step50+sbeam8,{'heb_Hebr': 0.94}
heb_Hebr,['heb_Hebr'],arb_Arab,Base,"{'heb_Hebr': 0.93, 'eng_Latn': 0.06}"
heb_Hebr,['heb_Hebr'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
heb_Hebr,['heb_Hebr'],amh_Ethi,Step1,{'heb_Hebr': 0.93}
heb_Hebr,['heb_Hebr'],amh_Ethi,Step50+sbeam8,{'heb_Hebr': 0.92}
heb_Hebr,['heb_Hebr'],amh_Ethi,Base,{'heb_Hebr': 0.93}
heb_Hebr,['heb_Hebr'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
heb_Hebr,['heb_Hebr'],mlt_Latn,Step1,"{'eng_Latn': 0.31, 'heb_Hebr': 0.32, 'deu_Latn': 0.08}"
heb_Hebr,['heb_Hebr'],mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.3, 'heb_Hebr': 0.29, 'deu_Latn': 0.09}"
heb_Hebr,['heb_Hebr'],mlt_Latn,Base,"{'eng_Latn': 0.4, 'heb_Hebr': 0.34}"
heb_Hebr,['heb_Hebr'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
heb_Hebr,['heb_Hebr'],hin_Deva,Step1,"{'heb_Hebr': 0.72, 'eng_Latn': 0.23}"
heb_Hebr,['heb_Hebr'],hin_Deva,Step50+sbeam8,"{'heb_Hebr': 0.67, 'eng_Latn': 0.23}"
heb_Hebr,['heb_Hebr'],hin_Deva,Base,"{'eng_Latn': 0.24, 'heb_Hebr': 0.71}"
heb_Hebr,['heb_Hebr'],urd_Arab,Labels,{'urd_Arab': 0.98}
heb_Hebr,['heb_Hebr'],urd_Arab,Step1,{'heb_Hebr': 0.95}
heb_Hebr,['heb_Hebr'],urd_Arab,Step50+sbeam8,{'heb_Hebr': 0.91}
heb_Hebr,['heb_Hebr'],urd_Arab,Base,"{'heb_Hebr': 0.92, 'eng_Latn': 0.06}"
heb_Hebr,['heb_Hebr'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
heb_Hebr,['heb_Hebr'],guj_Gujr,Step1,{'heb_Hebr': 0.96}
heb_Hebr,['heb_Hebr'],guj_Gujr,Step50+sbeam8,{'heb_Hebr': 0.94}
heb_Hebr,['heb_Hebr'],guj_Gujr,Base,{'heb_Hebr': 0.95}
heb_Hebr,['heb_Hebr'],sin_Sinh,Labels,{'eng_Latn': 0.19}
heb_Hebr,['heb_Hebr'],sin_Sinh,Step1,{'heb_Hebr': 0.95}
heb_Hebr,['heb_Hebr'],sin_Sinh,Step50+sbeam8,{'heb_Hebr': 0.92}
heb_Hebr,['heb_Hebr'],sin_Sinh,Base,{'heb_Hebr': 0.94}
heb_Hebr,['heb_Hebr'],pan_Guru,Labels,{'pan_Guru': 1.0}
heb_Hebr,['heb_Hebr'],pan_Guru,Step1,{'heb_Hebr': 0.99}
heb_Hebr,['heb_Hebr'],pan_Guru,Step50+sbeam8,{'heb_Hebr': 0.98}
heb_Hebr,['heb_Hebr'],pan_Guru,Base,{'heb_Hebr': 0.98}
heb_Hebr,['heb_Hebr'],tur_Latn,Labels,{'tur_Latn': 0.99}
heb_Hebr,['heb_Hebr'],tur_Latn,Step1,"{'heb_Hebr': 0.71, 'eng_Latn': 0.12}"
heb_Hebr,['heb_Hebr'],tur_Latn,Step50+sbeam8,"{'heb_Hebr': 0.63, 'eng_Latn': 0.13}"
heb_Hebr,['heb_Hebr'],tur_Latn,Base,"{'heb_Hebr': 0.7, 'eng_Latn': 0.15}"
heb_Hebr,['heb_Hebr'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step1,"{'heb_Hebr': 0.85, 'eng_Latn': 0.06}"
heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step50+sbeam8,"{'heb_Hebr': 0.78, 'eng_Latn': 0.06}"
heb_Hebr,['heb_Hebr'],kaz_Cyrl,Base,{'heb_Hebr': 0.9}
heb_Hebr,['heb_Hebr'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
heb_Hebr,['heb_Hebr'],cmn_Hani,Step1,{'heb_Hebr': 0.71}
heb_Hebr,['heb_Hebr'],cmn_Hani,Step50+sbeam8,{'heb_Hebr': 0.52}
heb_Hebr,['heb_Hebr'],cmn_Hani,Base,{'heb_Hebr': 0.86}
heb_Hebr,['heb_Hebr'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
heb_Hebr,['heb_Hebr'],jpn_Jpan,Step1,{'heb_Hebr': 0.69}
heb_Hebr,['heb_Hebr'],jpn_Jpan,Step50+sbeam8,{'heb_Hebr': 0.41}
heb_Hebr,['heb_Hebr'],jpn_Jpan,Base,{'heb_Hebr': 0.86}
heb_Hebr,['heb_Hebr'],kor_Hang,Labels,{'kor_Hang': 0.99}
heb_Hebr,['heb_Hebr'],kor_Hang,Step1,{'heb_Hebr': 0.88}
heb_Hebr,['heb_Hebr'],kor_Hang,Step50+sbeam8,{'heb_Hebr': 0.76}
heb_Hebr,['heb_Hebr'],kor_Hang,Base,{'heb_Hebr': 0.91}
heb_Hebr,['heb_Hebr'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
heb_Hebr,['heb_Hebr'],mon_Cyrl,Step1,"{'heb_Hebr': 0.85, 'eng_Latn': 0.07}"
heb_Hebr,['heb_Hebr'],mon_Cyrl,Step50+sbeam8,"{'heb_Hebr': 0.78, 'eng_Latn': 0.1}"
heb_Hebr,['heb_Hebr'],mon_Cyrl,Base,"{'heb_Hebr': 0.85, 'eng_Latn': 0.09}"
heb_Hebr,['heb_Hebr'],hun_Latn,Labels,{'hun_Latn': 1.0}
heb_Hebr,['heb_Hebr'],hun_Latn,Step1,"{'heb_Hebr': 0.74, 'eng_Latn': 0.07}"
heb_Hebr,['heb_Hebr'],hun_Latn,Step50+sbeam8,"{'heb_Hebr': 0.68, 'eng_Latn': 0.06}"
heb_Hebr,['heb_Hebr'],hun_Latn,Base,{'heb_Hebr': 0.77}
heb_Hebr,['heb_Hebr'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step1,"{'heb_Hebr': 0.66, 'mon_Cyrl': 0.06, 'eng_Latn': 0.06, 'kaz_Cyrl': 0.08}"
heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step50+sbeam8,"{'heb_Hebr': 0.58, 'mon_Cyrl': 0.08, 'eng_Latn': 0.06, 'kaz_Cyrl': 0.1}"
heb_Hebr,['heb_Hebr'],mhr_Cyrl,Base,{'heb_Hebr': 0.82}
heb_Hebr,['heb_Hebr'],fin_Latn,Labels,{'fin_Latn': 0.99}
heb_Hebr,['heb_Hebr'],fin_Latn,Step1,"{'heb_Hebr': 0.79, 'eng_Latn': 0.12}"
heb_Hebr,['heb_Hebr'],fin_Latn,Step50+sbeam8,"{'heb_Hebr': 0.77, 'eng_Latn': 0.13}"
heb_Hebr,['heb_Hebr'],fin_Latn,Base,"{'heb_Hebr': 0.74, 'eng_Latn': 0.15}"
arb_Arab,['arb_Arab'],deu_Latn,Labels,{'deu_Latn': 1.0}
arb_Arab,['arb_Arab'],deu_Latn,Base,{'deu_Latn': 0.94}
arb_Arab,['arb_Arab'],deu_Latn,Step1,{'deu_Latn': 0.94}
arb_Arab,['arb_Arab'],deu_Latn,Step50+sbeam8,"{'deu_Latn': 0.89, 'arb_Arab': 0.06}"
arb_Arab,['arb_Arab'],ydd_Hebr,Labels,{'heb_Hebr': 0.99}
arb_Arab,['arb_Arab'],ydd_Hebr,Base,"{'arb_Arab': 0.79, 'eng_Latn': 0.09}"
arb_Arab,['arb_Arab'],ydd_Hebr,Step1,"{'arb_Arab': 0.84, 'eng_Latn': 0.08}"
arb_Arab,['arb_Arab'],ydd_Hebr,Step50+sbeam8,"{'arb_Arab': 0.84, 'eng_Latn': 0.08}"
arb_Arab,['arb_Arab'],heb_Hebr,Labels,{'heb_Hebr': 1.0}
arb_Arab,['arb_Arab'],heb_Hebr,Base,{'arb_Arab': 0.92}
arb_Arab,['arb_Arab'],heb_Hebr,Step1,{'arb_Arab': 0.94}
arb_Arab,['arb_Arab'],heb_Hebr,Step50+sbeam8,{'arb_Arab': 0.95}
arb_Arab,['arb_Arab'],arb_Arab,Labels,{'arb_Arab': 1.0}
arb_Arab,['arb_Arab'],arb_Arab,Base,{'arb_Arab': 0.99}
arb_Arab,['arb_Arab'],arb_Arab,Step1,{'arb_Arab': 1.0}
arb_Arab,['arb_Arab'],arb_Arab,Step50+sbeam8,{'arb_Arab': 1.0}
arb_Arab,['arb_Arab'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
arb_Arab,['arb_Arab'],amh_Ethi,Base,"{'eng_Latn': 0.11, 'arb_Arab': 0.69}"
arb_Arab,['arb_Arab'],amh_Ethi,Step1,"{'arb_Arab': 0.78, 'eng_Latn': 0.1}"
arb_Arab,['arb_Arab'],amh_Ethi,Step50+sbeam8,"{'arb_Arab': 0.76, 'eng_Latn': 0.11}"
arb_Arab,['arb_Arab'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
arb_Arab,['arb_Arab'],mlt_Latn,Base,"{'eng_Latn': 0.47, 'arb_Arab': 0.25}"
arb_Arab,['arb_Arab'],mlt_Latn,Step1,"{'eng_Latn': 0.43, 'arb_Arab': 0.29}"
arb_Arab,['arb_Arab'],mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.44, 'arb_Arab': 0.28}"
arb_Arab,['arb_Arab'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
arb_Arab,['arb_Arab'],hin_Deva,Base,"{'arb_Arab': 0.46, 'eng_Latn': 0.44}"
arb_Arab,['arb_Arab'],hin_Deva,Step1,"{'arb_Arab': 0.53, 'eng_Latn': 0.41}"
arb_Arab,['arb_Arab'],hin_Deva,Step50+sbeam8,"{'eng_Latn': 0.4, 'arb_Arab': 0.49}"
arb_Arab,['arb_Arab'],urd_Arab,Labels,{'urd_Arab': 0.98}
arb_Arab,['arb_Arab'],urd_Arab,Base,{'arb_Arab': 0.91}
arb_Arab,['arb_Arab'],urd_Arab,Step1,{'arb_Arab': 0.96}
arb_Arab,['arb_Arab'],urd_Arab,Step50+sbeam8,{'arb_Arab': 0.97}
arb_Arab,['arb_Arab'],guj_Gujr,Labels,{'guj_Gujr': 0.99}
arb_Arab,['arb_Arab'],guj_Gujr,Base,"{'arb_Arab': 0.76, 'eng_Latn': 0.17}"
arb_Arab,['arb_Arab'],guj_Gujr,Step1,"{'arb_Arab': 0.85, 'eng_Latn': 0.11}"
arb_Arab,['arb_Arab'],guj_Gujr,Step50+sbeam8,"{'arb_Arab': 0.85, 'eng_Latn': 0.11}"
arb_Arab,['arb_Arab'],sin_Sinh,Labels,{'eng_Latn': 0.19}
arb_Arab,['arb_Arab'],sin_Sinh,Base,"{'arb_Arab': 0.75, 'eng_Latn': 0.17}"
arb_Arab,['arb_Arab'],sin_Sinh,Step1,"{'arb_Arab': 0.79, 'eng_Latn': 0.15}"
arb_Arab,['arb_Arab'],sin_Sinh,Step50+sbeam8,"{'arb_Arab': 0.74, 'eng_Latn': 0.19}"
arb_Arab,['arb_Arab'],pan_Guru,Labels,{'pan_Guru': 1.0}
arb_Arab,['arb_Arab'],pan_Guru,Base,"{'arb_Arab': 0.79, 'eng_Latn': 0.13}"
arb_Arab,['arb_Arab'],pan_Guru,Step1,"{'arb_Arab': 0.83, 'eng_Latn': 0.1}"
arb_Arab,['arb_Arab'],pan_Guru,Step50+sbeam8,"{'arb_Arab': 0.77, 'eng_Latn': 0.12}"
arb_Arab,['arb_Arab'],tur_Latn,Labels,{'tur_Latn': 0.99}
arb_Arab,['arb_Arab'],tur_Latn,Base,{'tur_Latn': 0.87}
arb_Arab,['arb_Arab'],tur_Latn,Step1,"{'tur_Latn': 0.79, 'arb_Arab': 0.09}"
arb_Arab,['arb_Arab'],tur_Latn,Step50+sbeam8,"{'tur_Latn': 0.68, 'arb_Arab': 0.18}"
arb_Arab,['arb_Arab'],kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
arb_Arab,['arb_Arab'],kaz_Cyrl,Base,"{'tur_Latn': 0.5, 'arb_Arab': 0.29, 'eng_Latn': 0.07}"
arb_Arab,['arb_Arab'],kaz_Cyrl,Step1,"{'tur_Latn': 0.3, 'arb_Arab': 0.49, 'eng_Latn': 0.08}"
arb_Arab,['arb_Arab'],kaz_Cyrl,Step50+sbeam8,"{'tur_Latn': 0.24, 'arb_Arab': 0.54, 'eng_Latn': 0.08}"
arb_Arab,['arb_Arab'],cmn_Hani,Labels,{'cmn_Hani': 1.0}
arb_Arab,['arb_Arab'],cmn_Hani,Base,"{'cmn_Hani': 0.73, 'eng_Latn': 0.13, 'arb_Arab': 0.06}"
arb_Arab,['arb_Arab'],cmn_Hani,Step1,"{'arb_Arab': 0.56, 'cmn_Hani': 0.15, 'eng_Latn': 0.11}"
arb_Arab,['arb_Arab'],cmn_Hani,Step50+sbeam8,"{'arb_Arab': 0.59, 'cmn_Hani': 0.06, 'eng_Latn': 0.14}"
arb_Arab,['arb_Arab'],jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
arb_Arab,['arb_Arab'],jpn_Jpan,Base,"{'jpn_Jpan': 0.09, 'cmn_Hani': 0.1, 'eng_Latn': 0.54, 'arb_Arab': 0.15}"
arb_Arab,['arb_Arab'],jpn_Jpan,Step1,"{'arb_Arab': 0.28, 'eng_Latn': 0.52}"
arb_Arab,['arb_Arab'],jpn_Jpan,Step50+sbeam8,"{'arb_Arab': 0.26, 'eng_Latn': 0.53}"
arb_Arab,['arb_Arab'],kor_Hang,Labels,{'kor_Hang': 0.99}
arb_Arab,['arb_Arab'],kor_Hang,Base,"{'eng_Latn': 0.32, 'arb_Arab': 0.52}"
arb_Arab,['arb_Arab'],kor_Hang,Step1,"{'eng_Latn': 0.33, 'arb_Arab': 0.52}"
arb_Arab,['arb_Arab'],kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.36, 'arb_Arab': 0.47}"
arb_Arab,['arb_Arab'],mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
arb_Arab,['arb_Arab'],mon_Cyrl,Base,"{'arb_Arab': 0.42, 'eng_Latn': 0.29, 'tur_Latn': 0.07}"
arb_Arab,['arb_Arab'],mon_Cyrl,Step1,"{'arb_Arab': 0.58, 'eng_Latn': 0.23}"
arb_Arab,['arb_Arab'],mon_Cyrl,Step50+sbeam8,"{'eng_Latn': 0.25, 'arb_Arab': 0.57}"
arb_Arab,['arb_Arab'],hun_Latn,Labels,{'hun_Latn': 1.0}
arb_Arab,['arb_Arab'],hun_Latn,Base,"{'tur_Latn': 0.12, 'arb_Arab': 0.25, 'eng_Latn': 0.12, 'deu_Latn': 0.08}"
arb_Arab,['arb_Arab'],hun_Latn,Step1,"{'arb_Arab': 0.43, 'eng_Latn': 0.1, 'tur_Latn': 0.06, 'deu_Latn': 0.06}"
arb_Arab,['arb_Arab'],hun_Latn,Step50+sbeam8,"{'arb_Arab': 0.44, 'eng_Latn': 0.13, 'deu_Latn': 0.06}"
arb_Arab,['arb_Arab'],mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
arb_Arab,['arb_Arab'],mhr_Cyrl,Base,"{'arb_Arab': 0.49, 'mon_Cyrl': 0.07, 'tur_Latn': 0.15, 'kaz_Cyrl': 0.06}"
arb_Arab,['arb_Arab'],mhr_Cyrl,Step1,"{'arb_Arab': 0.62, 'kaz_Cyrl': 0.06, 'tur_Latn': 0.08, 'mon_Cyrl': 0.06}"
arb_Arab,['arb_Arab'],mhr_Cyrl,Step50+sbeam8,"{'arb_Arab': 0.63, 'mon_Cyrl': 0.06, 'tur_Latn': 0.09}"
arb_Arab,['arb_Arab'],fin_Latn,Labels,{'fin_Latn': 0.99}
arb_Arab,['arb_Arab'],fin_Latn,Base,"{'eng_Latn': 0.12, 'arb_Arab': 0.29, 'deu_Latn': 0.06}"
arb_Arab,['arb_Arab'],fin_Latn,Step1,"{'eng_Latn': 0.14, 'arb_Arab': 0.39, 'deu_Latn': 0.06, 'tur_Latn': 0.08}"
hin_Deva,['hin_Deva'],deu_Latn,Labels,{'deu_Latn': 1.0}
hin_Deva,['hin_Deva'],deu_Latn,Step1,"{'eng_Latn': 0.2, 'deu_Latn': 0.56, 'hin_Deva': 0.12}"
